STATUS | wrapper  | 2020/02/06 13:52:14 | --> Wrapper Started as Daemon
INFO   | jvm 1    | 2020/02/06 14:20:06 | Caused by: io.mycat.config.util.ConfigException: org.xml.sax.SAXParseException; lineNumber: 32; columnNumber: 13; 元素类型为 "dataHost" 的内容必须匹配 "(heartbeat,connectionInitSql*,writeHost+)"。
INFO   | jvm 1    | 2020/02/06 14:20:06 | 	at io.mycat.config.loader.xml.XMLSchemaLoader.load(XMLSchemaLoader.java:121)
INFO   | jvm 1    | 2020/02/06 14:20:06 | 	at io.mycat.config.loader.xml.XMLSchemaLoader.<init>(XMLSchemaLoader.java:78)
INFO   | jvm 1    | 2020/02/06 14:20:06 | 	at io.mycat.config.loader.xml.XMLSchemaLoader.<init>(XMLSchemaLoader.java:82)
INFO   | jvm 1    | 2020/02/06 14:20:06 | 	at io.mycat.config.ConfigInitializer.<init>(ConfigInitializer.java:76)
INFO   | jvm 1    | 2020/02/06 14:20:06 | 	at io.mycat.config.MycatConfig.<init>(MycatConfig.java:72)
INFO   | jvm 1    | 2020/02/06 14:20:06 | 	at io.mycat.MycatServer.<init>(MycatServer.java:178)
INFO   | jvm 1    | 2020/02/06 14:20:06 | 	at io.mycat.MycatServer.<clinit>(MycatServer.java:121)
INFO   | jvm 1    | 2020/02/06 14:20:06 | 	... 7 more
INFO   | jvm 1    | 2020/02/06 14:20:06 | Caused by: org.xml.sax.SAXParseException; lineNumber: 32; columnNumber: 13; 元素类型为 "dataHost" 的内容必须匹配 "(heartbeat,connectionInitSql*,writeHost+)"。
INFO   | jvm 1    | 2020/02/06 14:20:06 | 	at com.sun.org.apache.xerces.internal.util.ErrorHandlerWrapper.createSAXParseException(ErrorHandlerWrapper.java:203)
INFO   | jvm 1    | 2020/02/06 14:20:06 | 	at com.sun.org.apache.xerces.internal.util.ErrorHandlerWrapper.error(ErrorHandlerWrapper.java:134)
INFO   | jvm 1    | 2020/02/06 14:20:06 | 	at com.sun.org.apache.xerces.internal.impl.XMLErrorReporter.reportError(XMLErrorReporter.java:396)
INFO   | jvm 1    | 2020/02/06 14:20:06 | 	at com.sun.org.apache.xerces.internal.impl.XMLErrorReporter.reportError(XMLErrorReporter.java:327)
INFO   | jvm 1    | 2020/02/06 14:20:06 | 	at com.sun.org.apache.xerces.internal.impl.XMLErrorReporter.reportError(XMLErrorReporter.java:284)
INFO   | jvm 1    | 2020/02/06 14:20:06 | 	at com.sun.org.apache.xerces.internal.impl.dtd.XMLDTDValidator.handleEndElement(XMLDTDValidator.java:1994)
INFO   | jvm 1    | 2020/02/06 14:20:06 | 	at com.sun.org.apache.xerces.internal.impl.dtd.XMLDTDValidator.endElement(XMLDTDValidator.java:879)
INFO   | jvm 1    | 2020/02/06 14:20:06 | 	at com.sun.org.apache.xerces.internal.impl.XMLDocumentFragmentScannerImpl.scanEndElement(XMLDocumentFragmentScannerImpl.java:1782)
INFO   | jvm 1    | 2020/02/06 14:20:06 | 	at com.sun.org.apache.xerces.internal.impl.XMLDocumentFragmentScannerImpl$FragmentContentDriver.next(XMLDocumentFragmentScannerImpl.java:2967)
INFO   | jvm 1    | 2020/02/06 14:20:06 | 	at com.sun.org.apache.xerces.internal.impl.XMLDocumentScannerImpl.next(XMLDocumentScannerImpl.java:602)
INFO   | jvm 1    | 2020/02/06 14:20:06 | 	at com.sun.org.apache.xerces.internal.impl.XMLDocumentFragmentScannerImpl.scanDocument(XMLDocumentFragmentScannerImpl.java:505)
INFO   | jvm 1    | 2020/02/06 14:20:06 | 	at com.sun.org.apache.xerces.internal.parsers.XML11Configuration.parse(XML11Configuration.java:842)
INFO   | jvm 1    | 2020/02/06 14:20:06 | 	at com.sun.org.apache.xerces.internal.parsers.XML11Configuration.parse(XML11Configuration.java:771)
INFO   | jvm 1    | 2020/02/06 14:20:06 | 	at com.sun.org.apache.xerces.internal.parsers.XMLParser.parse(XMLParser.java:141)
INFO   | jvm 1    | 2020/02/06 14:20:06 | 	at com.sun.org.apache.xerces.internal.parsers.DOMParser.parse(DOMParser.java:243)
INFO   | jvm 1    | 2020/02/06 14:20:06 | 	at com.sun.org.apache.xerces.internal.jaxp.DocumentBuilderImpl.parse(DocumentBuilderImpl.java:339)
INFO   | jvm 1    | 2020/02/06 14:20:06 | 	at javax.xml.parsers.DocumentBuilder.parse(DocumentBuilder.java:121)
INFO   | jvm 1    | 2020/02/06 14:20:06 | 	at io.mycat.config.util.ConfigUtil.getDocument(ConfigUtil.java:115)
INFO   | jvm 1    | 2020/02/06 14:20:06 | 	at io.mycat.config.loader.xml.XMLSchemaLoader.load(XMLSchemaLoader.java:111)
INFO   | jvm 1    | 2020/02/06 14:20:06 | 	... 13 more
STATUS | wrapper  | 2020/02/06 14:20:08 | <-- Wrapper Stopped
STATUS | wrapper  | 2020/02/06 14:28:54 | --> Wrapper Started as Daemon
STATUS | wrapper  | 2020/02/06 14:28:54 | Launching a JVM...
INFO   | jvm 1    | 2020/02/06 14:28:55 | Wrapper (Version 3.2.3) http://wrapper.tanukisoftware.org
INFO   | jvm 1    | 2020/02/06 14:28:55 |   Copyright 1999-2006 Tanuki Software, Inc.  All Rights Reserved.
INFO   | jvm 1    | 2020/02/06 14:28:55 | 
INFO   | jvm 1    | 2020/02/06 14:28:56 | 
INFO   | jvm 1    | 2020/02/06 14:28:56 | WrapperSimpleApp: Encountered an error running main: java.lang.ExceptionInInitializerError
INFO   | jvm 1    | 2020/02/06 14:28:56 | java.lang.ExceptionInInitializerError
INFO   | jvm 1    | 2020/02/06 14:28:56 | 	at io.mycat.MycatStartup.main(MycatStartup.java:53)
INFO   | jvm 1    | 2020/02/06 14:28:56 | 	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
INFO   | jvm 1    | 2020/02/06 14:28:56 | 	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:62)
INFO   | jvm 1    | 2020/02/06 14:28:56 | 	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
INFO   | jvm 1    | 2020/02/06 14:28:56 | 	at java.lang.reflect.Method.invoke(Method.java:498)
INFO   | jvm 1    | 2020/02/06 14:28:56 | 	at org.tanukisoftware.wrapper.WrapperSimpleApp.run(WrapperSimpleApp.java:240)
INFO   | jvm 1    | 2020/02/06 14:28:56 | 	at java.lang.Thread.run(Thread.java:748)
INFO   | jvm 1    | 2020/02/06 14:28:56 | Caused by: io.mycat.config.util.ConfigException: org.xml.sax.SAXParseException; lineNumber: 30; columnNumber: 5; 元素类型 "readHost" 必须由匹配的结束标记 "</readHost>" 终止。
INFO   | jvm 1    | 2020/02/06 14:28:56 | 	at io.mycat.config.loader.xml.XMLSchemaLoader.load(XMLSchemaLoader.java:121)
INFO   | jvm 1    | 2020/02/06 14:28:56 | 	at io.mycat.config.loader.xml.XMLSchemaLoader.<init>(XMLSchemaLoader.java:78)
INFO   | jvm 1    | 2020/02/06 14:28:56 | 	at io.mycat.config.loader.xml.XMLSchemaLoader.<init>(XMLSchemaLoader.java:82)
INFO   | jvm 1    | 2020/02/06 14:28:56 | 	at io.mycat.config.ConfigInitializer.<init>(ConfigInitializer.java:76)
INFO   | jvm 1    | 2020/02/06 14:28:56 | 	at io.mycat.config.MycatConfig.<init>(MycatConfig.java:72)
INFO   | jvm 1    | 2020/02/06 14:28:56 | 	at io.mycat.MycatServer.<init>(MycatServer.java:178)
INFO   | jvm 1    | 2020/02/06 14:28:56 | 	at io.mycat.MycatServer.<clinit>(MycatServer.java:121)
INFO   | jvm 1    | 2020/02/06 14:28:56 | 	... 7 more
INFO   | jvm 1    | 2020/02/06 14:28:56 | Caused by: org.xml.sax.SAXParseException; lineNumber: 30; columnNumber: 5; 元素类型 "readHost" 必须由匹配的结束标记 "</readHost>" 终止。
INFO   | jvm 1    | 2020/02/06 14:28:56 | 	at com.sun.org.apache.xerces.internal.util.ErrorHandlerWrapper.createSAXParseException(ErrorHandlerWrapper.java:203)
INFO   | jvm 1    | 2020/02/06 14:28:56 | 	at com.sun.org.apache.xerces.internal.util.ErrorHandlerWrapper.fatalError(ErrorHandlerWrapper.java:177)
INFO   | jvm 1    | 2020/02/06 14:28:56 | 	at com.sun.org.apache.xerces.internal.impl.XMLErrorReporter.reportError(XMLErrorReporter.java:400)
INFO   | jvm 1    | 2020/02/06 14:28:56 | 	at com.sun.org.apache.xerces.internal.impl.XMLErrorReporter.reportError(XMLErrorReporter.java:327)
INFO   | jvm 1    | 2020/02/06 14:28:56 | 	at com.sun.org.apache.xerces.internal.impl.XMLScanner.reportFatalError(XMLScanner.java:1472)
INFO   | jvm 1    | 2020/02/06 14:28:56 | 	at com.sun.org.apache.xerces.internal.impl.XMLDocumentFragmentScannerImpl.scanEndElement(XMLDocumentFragmentScannerImpl.java:1749)
INFO   | jvm 1    | 2020/02/06 14:28:56 | 	at com.sun.org.apache.xerces.internal.impl.XMLDocumentFragmentScannerImpl$FragmentContentDriver.next(XMLDocumentFragmentScannerImpl.java:2967)
INFO   | jvm 1    | 2020/02/06 14:28:56 | 	at com.sun.org.apache.xerces.internal.impl.XMLDocumentScannerImpl.next(XMLDocumentScannerImpl.java:602)
INFO   | jvm 1    | 2020/02/06 14:28:56 | 	at com.sun.org.apache.xerces.internal.impl.XMLDocumentFragmentScannerImpl.scanDocument(XMLDocumentFragmentScannerImpl.java:505)
INFO   | jvm 1    | 2020/02/06 14:28:56 | 	at com.sun.org.apache.xerces.internal.parsers.XML11Configuration.parse(XML11Configuration.java:842)
INFO   | jvm 1    | 2020/02/06 14:28:56 | 	at com.sun.org.apache.xerces.internal.parsers.XML11Configuration.parse(XML11Configuration.java:771)
INFO   | jvm 1    | 2020/02/06 14:28:56 | 	at com.sun.org.apache.xerces.internal.parsers.XMLParser.parse(XMLParser.java:141)
INFO   | jvm 1    | 2020/02/06 14:28:56 | 	at com.sun.org.apache.xerces.internal.parsers.DOMParser.parse(DOMParser.java:243)
INFO   | jvm 1    | 2020/02/06 14:28:56 | 	at com.sun.org.apache.xerces.internal.jaxp.DocumentBuilderImpl.parse(DocumentBuilderImpl.java:339)
INFO   | jvm 1    | 2020/02/06 14:28:56 | 	at javax.xml.parsers.DocumentBuilder.parse(DocumentBuilder.java:121)
INFO   | jvm 1    | 2020/02/06 14:28:56 | 	at io.mycat.config.util.ConfigUtil.getDocument(ConfigUtil.java:115)
INFO   | jvm 1    | 2020/02/06 14:28:56 | 	at io.mycat.config.loader.xml.XMLSchemaLoader.load(XMLSchemaLoader.java:111)
INFO   | jvm 1    | 2020/02/06 14:28:56 | 	... 13 more
STATUS | wrapper  | 2020/02/06 14:28:58 | <-- Wrapper Stopped
STATUS | wrapper  | 2020/02/06 14:29:34 | --> Wrapper Started as Daemon
STATUS | wrapper  | 2020/02/06 14:29:35 | Launching a JVM...
INFO   | jvm 1    | 2020/02/06 14:29:35 | Wrapper (Version 3.2.3) http://wrapper.tanukisoftware.org
INFO   | jvm 1    | 2020/02/06 14:29:35 |   Copyright 1999-2006 Tanuki Software, Inc.  All Rights Reserved.
INFO   | jvm 1    | 2020/02/06 14:29:35 | 
INFO   | jvm 1    | 2020/02/06 14:29:36 | MyCAT Server startup successfully. see logs in logs/mycat.log
STATUS | wrapper  | 2020/02/14 18:25:51 | --> Wrapper Started as Daemon
STATUS | wrapper  | 2020/02/14 18:25:51 | Launching a JVM...
INFO   | jvm 1    | 2020/02/14 18:25:54 | Wrapper (Version 3.2.3) http://wrapper.tanukisoftware.org
INFO   | jvm 1    | 2020/02/14 18:25:54 |   Copyright 1999-2006 Tanuki Software, Inc.  All Rights Reserved.
INFO   | jvm 1    | 2020/02/14 18:25:54 | 
INFO   | jvm 1    | 2020/02/14 18:25:56 | MyCAT Server startup successfully. see logs in logs/mycat.log
STATUS | wrapper  | 2020/02/14 19:16:01 | TERM trapped.  Shutting down.
STATUS | wrapper  | 2020/02/14 19:16:02 | <-- Wrapper Stopped
STATUS | wrapper  | 2020/02/14 19:16:06 | --> Wrapper Started as Daemon
STATUS | wrapper  | 2020/02/14 19:16:07 | Launching a JVM...
INFO   | jvm 1    | 2020/02/14 19:16:07 | Wrapper (Version 3.2.3) http://wrapper.tanukisoftware.org
INFO   | jvm 1    | 2020/02/14 19:16:07 |   Copyright 1999-2006 Tanuki Software, Inc.  All Rights Reserved.
INFO   | jvm 1    | 2020/02/14 19:16:07 | 
INFO   | jvm 1    | 2020/02/14 19:16:08 | 
INFO   | jvm 1    | 2020/02/14 19:16:08 | WrapperSimpleApp: Encountered an error running main: java.lang.ExceptionInInitializerError
INFO   | jvm 1    | 2020/02/14 19:16:08 | java.lang.ExceptionInInitializerError
INFO   | jvm 1    | 2020/02/14 19:16:08 | 	at io.mycat.MycatStartup.main(MycatStartup.java:53)
INFO   | jvm 1    | 2020/02/14 19:16:08 | 	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
INFO   | jvm 1    | 2020/02/14 19:16:08 | 	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:62)
INFO   | jvm 1    | 2020/02/14 19:16:08 | 	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
INFO   | jvm 1    | 2020/02/14 19:16:08 | 	at java.lang.reflect.Method.invoke(Method.java:498)
INFO   | jvm 1    | 2020/02/14 19:16:08 | 	at org.tanukisoftware.wrapper.WrapperSimpleApp.run(WrapperSimpleApp.java:240)
INFO   | jvm 1    | 2020/02/14 19:16:08 | 	at java.lang.Thread.run(Thread.java:748)
INFO   | jvm 1    | 2020/02/14 19:16:08 | Caused by: io.mycat.config.util.ConfigException: org.xml.sax.SAXParseException; lineNumber: 31; columnNumber: 5; 元素类型 "readHost" 必须由匹配的结束标记 "</readHost>" 终止。
INFO   | jvm 1    | 2020/02/14 19:16:08 | 	at io.mycat.config.loader.xml.XMLSchemaLoader.load(XMLSchemaLoader.java:121)
INFO   | jvm 1    | 2020/02/14 19:16:08 | 	at io.mycat.config.loader.xml.XMLSchemaLoader.<init>(XMLSchemaLoader.java:78)
INFO   | jvm 1    | 2020/02/14 19:16:08 | 	at io.mycat.config.loader.xml.XMLSchemaLoader.<init>(XMLSchemaLoader.java:82)
INFO   | jvm 1    | 2020/02/14 19:16:08 | 	at io.mycat.config.ConfigInitializer.<init>(ConfigInitializer.java:76)
INFO   | jvm 1    | 2020/02/14 19:16:08 | 	at io.mycat.config.MycatConfig.<init>(MycatConfig.java:72)
INFO   | jvm 1    | 2020/02/14 19:16:08 | 	at io.mycat.MycatServer.<init>(MycatServer.java:178)
INFO   | jvm 1    | 2020/02/14 19:16:08 | 	at io.mycat.MycatServer.<clinit>(MycatServer.java:121)
INFO   | jvm 1    | 2020/02/14 19:16:08 | 	... 7 more
INFO   | jvm 1    | 2020/02/14 19:16:08 | Caused by: org.xml.sax.SAXParseException; lineNumber: 31; columnNumber: 5; 元素类型 "readHost" 必须由匹配的结束标记 "</readHost>" 终止。
INFO   | jvm 1    | 2020/02/14 19:16:08 | 	at com.sun.org.apache.xerces.internal.util.ErrorHandlerWrapper.createSAXParseException(ErrorHandlerWrapper.java:203)
INFO   | jvm 1    | 2020/02/14 19:16:08 | 	at com.sun.org.apache.xerces.internal.util.ErrorHandlerWrapper.fatalError(ErrorHandlerWrapper.java:177)
INFO   | jvm 1    | 2020/02/14 19:16:08 | 	at com.sun.org.apache.xerces.internal.impl.XMLErrorReporter.reportError(XMLErrorReporter.java:400)
INFO   | jvm 1    | 2020/02/14 19:16:08 | 	at com.sun.org.apache.xerces.internal.impl.XMLErrorReporter.reportError(XMLErrorReporter.java:327)
INFO   | jvm 1    | 2020/02/14 19:16:08 | 	at com.sun.org.apache.xerces.internal.impl.XMLScanner.reportFatalError(XMLScanner.java:1472)
INFO   | jvm 1    | 2020/02/14 19:16:08 | 	at com.sun.org.apache.xerces.internal.impl.XMLDocumentFragmentScannerImpl.scanEndElement(XMLDocumentFragmentScannerImpl.java:1749)
INFO   | jvm 1    | 2020/02/14 19:16:08 | 	at com.sun.org.apache.xerces.internal.impl.XMLDocumentFragmentScannerImpl$FragmentContentDriver.next(XMLDocumentFragmentScannerImpl.java:2967)
INFO   | jvm 1    | 2020/02/14 19:16:08 | 	at com.sun.org.apache.xerces.internal.impl.XMLDocumentScannerImpl.next(XMLDocumentScannerImpl.java:602)
INFO   | jvm 1    | 2020/02/14 19:16:08 | 	at com.sun.org.apache.xerces.internal.impl.XMLDocumentFragmentScannerImpl.scanDocument(XMLDocumentFragmentScannerImpl.java:505)
INFO   | jvm 1    | 2020/02/14 19:16:08 | 	at com.sun.org.apache.xerces.internal.parsers.XML11Configuration.parse(XML11Configuration.java:842)
INFO   | jvm 1    | 2020/02/14 19:16:08 | 	at com.sun.org.apache.xerces.internal.parsers.XML11Configuration.parse(XML11Configuration.java:771)
INFO   | jvm 1    | 2020/02/14 19:16:08 | 	at com.sun.org.apache.xerces.internal.parsers.XMLParser.parse(XMLParser.java:141)
INFO   | jvm 1    | 2020/02/14 19:16:08 | 	at com.sun.org.apache.xerces.internal.parsers.DOMParser.parse(DOMParser.java:243)
INFO   | jvm 1    | 2020/02/14 19:16:08 | 	at com.sun.org.apache.xerces.internal.jaxp.DocumentBuilderImpl.parse(DocumentBuilderImpl.java:339)
INFO   | jvm 1    | 2020/02/14 19:16:08 | 	at javax.xml.parsers.DocumentBuilder.parse(DocumentBuilder.java:121)
INFO   | jvm 1    | 2020/02/14 19:16:08 | 	at io.mycat.config.util.ConfigUtil.getDocument(ConfigUtil.java:115)
INFO   | jvm 1    | 2020/02/14 19:16:08 | 	at io.mycat.config.loader.xml.XMLSchemaLoader.load(XMLSchemaLoader.java:111)
INFO   | jvm 1    | 2020/02/14 19:16:08 | 	... 13 more
STATUS | wrapper  | 2020/02/14 19:16:11 | <-- Wrapper Stopped
STATUS | wrapper  | 2020/02/14 19:17:07 | --> Wrapper Started as Daemon
STATUS | wrapper  | 2020/02/14 19:17:07 | Launching a JVM...
INFO   | jvm 1    | 2020/02/14 19:17:08 | Wrapper (Version 3.2.3) http://wrapper.tanukisoftware.org
INFO   | jvm 1    | 2020/02/14 19:17:08 |   Copyright 1999-2006 Tanuki Software, Inc.  All Rights Reserved.
INFO   | jvm 1    | 2020/02/14 19:17:08 | 
INFO   | jvm 1    | 2020/02/14 19:17:09 | 
INFO   | jvm 1    | 2020/02/14 19:17:09 | WrapperSimpleApp: Encountered an error running main: java.lang.ExceptionInInitializerError
INFO   | jvm 1    | 2020/02/14 19:17:09 | java.lang.ExceptionInInitializerError
INFO   | jvm 1    | 2020/02/14 19:17:09 | 	at io.mycat.MycatStartup.main(MycatStartup.java:53)
INFO   | jvm 1    | 2020/02/14 19:17:09 | 	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
INFO   | jvm 1    | 2020/02/14 19:17:09 | 	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:62)
INFO   | jvm 1    | 2020/02/14 19:17:09 | 	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
INFO   | jvm 1    | 2020/02/14 19:17:09 | 	at java.lang.reflect.Method.invoke(Method.java:498)
INFO   | jvm 1    | 2020/02/14 19:17:09 | 	at org.tanukisoftware.wrapper.WrapperSimpleApp.run(WrapperSimpleApp.java:240)
INFO   | jvm 1    | 2020/02/14 19:17:09 | 	at java.lang.Thread.run(Thread.java:748)
INFO   | jvm 1    | 2020/02/14 19:17:09 | Caused by: io.mycat.config.util.ConfigException: org.xml.sax.SAXParseException; lineNumber: 31; columnNumber: 5; 元素类型 "readHost" 必须由匹配的结束标记 "</readHost>" 终止。
INFO   | jvm 1    | 2020/02/14 19:17:09 | 	at io.mycat.config.loader.xml.XMLSchemaLoader.load(XMLSchemaLoader.java:121)
INFO   | jvm 1    | 2020/02/14 19:17:09 | 	at io.mycat.config.loader.xml.XMLSchemaLoader.<init>(XMLSchemaLoader.java:78)
INFO   | jvm 1    | 2020/02/14 19:17:09 | 	at io.mycat.config.loader.xml.XMLSchemaLoader.<init>(XMLSchemaLoader.java:82)
INFO   | jvm 1    | 2020/02/14 19:17:09 | 	at io.mycat.config.ConfigInitializer.<init>(ConfigInitializer.java:76)
INFO   | jvm 1    | 2020/02/14 19:17:09 | 	at io.mycat.config.MycatConfig.<init>(MycatConfig.java:72)
INFO   | jvm 1    | 2020/02/14 19:17:09 | 	at io.mycat.MycatServer.<init>(MycatServer.java:178)
INFO   | jvm 1    | 2020/02/14 19:17:09 | 	at io.mycat.MycatServer.<clinit>(MycatServer.java:121)
INFO   | jvm 1    | 2020/02/14 19:17:09 | 	... 7 more
INFO   | jvm 1    | 2020/02/14 19:17:09 | Caused by: org.xml.sax.SAXParseException; lineNumber: 31; columnNumber: 5; 元素类型 "readHost" 必须由匹配的结束标记 "</readHost>" 终止。
INFO   | jvm 1    | 2020/02/14 19:17:09 | 	at com.sun.org.apache.xerces.internal.util.ErrorHandlerWrapper.createSAXParseException(ErrorHandlerWrapper.java:203)
INFO   | jvm 1    | 2020/02/14 19:17:09 | 	at com.sun.org.apache.xerces.internal.util.ErrorHandlerWrapper.fatalError(ErrorHandlerWrapper.java:177)
INFO   | jvm 1    | 2020/02/14 19:17:09 | 	at com.sun.org.apache.xerces.internal.impl.XMLErrorReporter.reportError(XMLErrorReporter.java:400)
INFO   | jvm 1    | 2020/02/14 19:17:09 | 	at com.sun.org.apache.xerces.internal.impl.XMLErrorReporter.reportError(XMLErrorReporter.java:327)
INFO   | jvm 1    | 2020/02/14 19:17:09 | 	at com.sun.org.apache.xerces.internal.impl.XMLScanner.reportFatalError(XMLScanner.java:1472)
INFO   | jvm 1    | 2020/02/14 19:17:09 | 	at com.sun.org.apache.xerces.internal.impl.XMLDocumentFragmentScannerImpl.scanEndElement(XMLDocumentFragmentScannerImpl.java:1749)
INFO   | jvm 1    | 2020/02/14 19:17:09 | 	at com.sun.org.apache.xerces.internal.impl.XMLDocumentFragmentScannerImpl$FragmentContentDriver.next(XMLDocumentFragmentScannerImpl.java:2967)
INFO   | jvm 1    | 2020/02/14 19:17:09 | 	at com.sun.org.apache.xerces.internal.impl.XMLDocumentScannerImpl.next(XMLDocumentScannerImpl.java:602)
INFO   | jvm 1    | 2020/02/14 19:17:09 | 	at com.sun.org.apache.xerces.internal.impl.XMLDocumentFragmentScannerImpl.scanDocument(XMLDocumentFragmentScannerImpl.java:505)
INFO   | jvm 1    | 2020/02/14 19:17:09 | 	at com.sun.org.apache.xerces.internal.parsers.XML11Configuration.parse(XML11Configuration.java:842)
INFO   | jvm 1    | 2020/02/14 19:17:09 | 	at com.sun.org.apache.xerces.internal.parsers.XML11Configuration.parse(XML11Configuration.java:771)
INFO   | jvm 1    | 2020/02/14 19:17:09 | 	at com.sun.org.apache.xerces.internal.parsers.XMLParser.parse(XMLParser.java:141)
INFO   | jvm 1    | 2020/02/14 19:17:09 | 	at com.sun.org.apache.xerces.internal.parsers.DOMParser.parse(DOMParser.java:243)
INFO   | jvm 1    | 2020/02/14 19:17:09 | 	at com.sun.org.apache.xerces.internal.jaxp.DocumentBuilderImpl.parse(DocumentBuilderImpl.java:339)
INFO   | jvm 1    | 2020/02/14 19:17:09 | 	at javax.xml.parsers.DocumentBuilder.parse(DocumentBuilder.java:121)
INFO   | jvm 1    | 2020/02/14 19:17:09 | 	at io.mycat.config.util.ConfigUtil.getDocument(ConfigUtil.java:115)
INFO   | jvm 1    | 2020/02/14 19:17:09 | 	at io.mycat.config.loader.xml.XMLSchemaLoader.load(XMLSchemaLoader.java:111)
INFO   | jvm 1    | 2020/02/14 19:17:09 | 	... 13 more
STATUS | wrapper  | 2020/02/14 19:17:11 | <-- Wrapper Stopped
